index,split
36458,train
36459,train
36460,valid
36461,train
36462,train
36463,train
36464,train
36465,train
36466,test
36467,test
36468,valid
36469,valid
36470,valid
36471,test
36472,train
36473,train
36474,test
36475,train
36476,train
36477,test
36478,train
36479,train
36480,train
36481,train
36482,train
36483,train
36484,valid
36485,train
36486,train
36487,train
36488,train
36489,train
36490,train
36491,train
36492,train
36493,train
36494,train
36495,valid
36496,valid
36497,valid
36498,train
36499,train
36500,valid
36501,train
36502,train
36503,train
36504,test
36505,train
36506,train
36507,test
36508,train
36509,train
36510,valid
36511,test
36512,train
36513,train
36514,test
36515,train
36516,valid
36517,test
36518,train
36519,valid
36520,valid
36521,train
36522,train
36523,train
36524,train
36525,train
36526,train
36527,valid
36528,train
36529,train
36530,train
36531,train
36532,train
36533,valid
36534,train
36535,train
36536,train
36537,train
36538,train
36539,train
36540,test
36541,train
36542,test
36543,valid
36544,train
36545,valid
36546,valid
36547,train
36548,train
36549,train
36550,test
36551,train
36552,train
36553,test
36554,train
36555,train
36556,train
36557,train
36558,valid
36559,test
36560,train
36561,train
36562,valid
36563,train
36564,test
36565,train
36566,train
36567,train
36568,train
36569,train
36570,train
36571,train
36572,train
36573,valid
36574,train
36575,train
36576,train
36577,train
36578,train
36579,train
36580,train
36581,valid
36582,train
36583,train
36584,train
36585,valid
36586,train
36587,train
36588,train
36589,train
36590,train
36591,train
36592,train
36593,train
36594,train
36595,valid
36596,valid
36597,test
36598,train
36599,train
36600,train
36601,train
36602,test
36603,train
36604,train
36605,train
36606,train
36607,train
36608,train
36609,train
36610,valid
36611,train
36612,test
36613,test
36614,train
36615,test
36616,train
36617,train
36618,train
36619,test
36620,train
36621,test
36622,train
36623,train
36624,test
36625,train
36626,test
36627,test
36628,train
36629,train
36630,train
36631,train
36632,train
36633,train
36634,train
36635,train
36636,test
36637,train
36638,train
36639,train
36640,train
36641,train
36642,train
36643,train
36644,train
36645,train
36646,train
36647,test
36648,train
36649,train
36650,train
36651,test
36652,train
36653,valid
36654,train
36655,train
36656,train
36657,train
36658,train
36659,train
36660,test
36661,train
36662,test
36663,test
36664,train
36665,valid
36666,test
36667,train
36668,valid
36669,train
36670,train
36671,train
36672,train
36673,train
36674,train
36675,test
36676,train
36677,train
36678,test
36679,train
36680,train
36681,test
36682,train
36683,train
36684,test
36685,valid
36686,train
36687,train
36688,train
36689,test
36690,train
36691,test
36692,test
36693,train
36694,train
36695,train
36696,train
36697,test
36698,train
36699,train
36700,train
36701,train
36702,test
36703,train
36704,train
36705,test
36706,train
36707,train
36708,train
36709,test
36710,train
36711,valid
36712,train
36713,train
36714,train
36715,train
36716,test
36717,train
36718,train
36719,train
36720,train
36721,train
36722,train
36723,train
36724,train
36725,train
36726,train
36727,train
36728,train
36729,valid
36730,test
36731,train
36732,train
36733,valid
36734,train
36735,train
36736,valid
36737,train
36738,valid
36739,train
36740,valid
36741,train
36742,train
36743,train
36744,train
36745,train
36746,train
36747,train
36748,test
36749,train
36750,train
36751,train
36752,train
36753,test
36754,train
36755,train
36756,train
36757,valid
36758,train
36759,train
36760,train
36761,train
36762,valid
36763,train
36764,train
36765,train
36766,train
36767,train
36768,train
36769,valid
36770,test
36771,train
36772,train
36773,train
36774,train
36775,train
36776,train
36777,train
36778,train
36779,train
36780,valid
36781,train
36782,test
36783,train
36784,train
36785,test
36786,train
36787,valid
36788,train
36789,train
36790,train
36791,train
36792,valid
36793,train
36794,valid
36795,valid
36796,test
36797,test
36798,train
36799,valid
36800,test
36801,train
36802,train
36803,train
36804,train
36805,valid
36806,train
36807,test
36808,train
36809,train
36810,test
36811,train
36812,train
36813,train
36814,valid
36815,train
36816,valid
36817,train
36818,train
36819,train
36820,train
36821,valid
36822,train
36823,train
36824,valid
36825,train
36826,train
36827,train
36828,train
36829,test
36830,test
36831,valid
36832,test
36833,train
36834,valid
36835,test
36836,train
36837,train
36838,valid
36839,train
36840,train
36841,train
36842,train
36843,valid
36844,test
36845,train
36846,train
36847,train
36848,train
36849,valid
36850,train
36851,train
36852,train
36853,train
36854,train
36855,train
36856,train
36857,valid
36858,train
36859,train
36860,train
36861,train
36862,test
36863,train
36864,train
36865,valid
36866,train
36867,train
36868,train
36869,train
36870,train
36871,train
36872,train
36873,train
36874,train
36875,test
36876,test
36877,train
36878,train
36879,train
36880,train
36881,valid
36882,valid
36883,train
36884,train
36885,train
36886,valid
36887,train
36888,train
36889,train
36890,train
36891,train
36892,train
36893,valid
36894,test
36895,valid
36896,train
36897,train
36898,train
36899,train
36900,train
36901,train
36902,valid
36903,train
36904,train
36905,train
36906,train
36907,train
36908,train
36909,train
36910,test
36911,train
36912,train
36913,valid
36914,train
36915,test
36916,train
36917,valid
36918,train
36919,train
36920,train
36921,train
36922,train
36923,valid
36924,test
36925,train
36926,test
36927,train
36928,train
36929,train
36930,train
36931,train
36932,train
36933,train
36934,train
36935,test
36936,train
36937,train
36938,train
36939,train
36940,train
36941,train
36942,train
36943,train
36944,train
36945,train
36946,test
36947,test
36948,train
36949,train
36950,valid
36951,train
36952,train
36953,train
36954,train
36955,train
36956,test
36957,valid
36958,train
36959,train
36960,train
36961,train
36962,train
36963,train
36964,train
36965,test
36966,train
36967,train
36968,train
36969,train
36970,train
36971,valid
36972,train
36973,test
36974,train
36975,train
36976,train
36977,train
36978,train
36979,train
36980,train
36981,train
36982,train
36983,test
36984,train
36985,train
36986,train
36987,train
36988,train
36989,train
36990,test
36991,train
36992,train
36993,train
36994,train
36995,valid
36996,train
36997,train
36998,train
36999,train
37000,valid
37001,train
37002,train
37003,train
37004,train
37005,train
37006,valid
37007,valid
37008,train
37009,train
37010,train
37011,test
37012,train
37013,valid
37014,train
37015,test
37016,train
37017,train
37018,train
37019,valid
37020,valid
37021,train
37022,train
37023,train
37024,train
37025,test
37026,test
37027,train
37028,valid
37029,train
37030,train
37031,valid
37032,train
37033,test
37034,valid
37035,test
37036,train
37037,valid
37038,train
37039,train
37040,valid
37041,train
37042,train
37043,train
37044,train
37045,train
37046,train
37047,train
37048,valid
37049,train
37050,train
37051,train
37052,train
37053,train
37054,train
37055,train
37056,train
37057,test
37058,train
37059,valid
37060,valid
37061,train
37062,train
37063,train
37064,train
37065,train
37066,train
37067,valid
37068,train
37069,valid
37070,test
37071,test
37072,train
37073,test
37074,valid
37075,train
37076,valid
37077,valid
37078,train
37079,train
37080,train
37081,train
37082,train
37083,train
37084,train
37085,train
37086,train
37087,valid
37088,valid
37089,train
37090,valid
37091,test
37092,train
37093,train
37094,test
37095,train
37096,train
37097,valid
37098,train
37099,train
37100,train
37101,test
37102,valid
37103,train
37104,train
37105,train
37106,train
37107,test
37108,train
37109,train
37110,test
37111,train
37112,train
37113,train
37114,train
37115,valid
37116,train
37117,train
37118,train
37119,train
37120,valid
37121,train
37122,train
37123,valid
37124,train
37125,train
37126,test
37127,test
37128,valid
37129,train
37130,valid
37131,train
37132,train
37133,train
37134,valid
37135,valid
37136,train
37137,train
37138,train
37139,train
37140,train
37141,valid
37142,train
37143,train
37144,train
37145,train
37146,test
37147,train
37148,train
37149,test
37150,train
37151,train
37152,valid
37153,train
37154,valid
37155,train
37156,train
37157,test
37158,test
37159,train
37160,train
37161,valid
37162,train
37163,valid
37164,train
37165,valid
37166,train
37167,train
37168,train
37169,train
37170,valid
37171,train
37172,train
37173,valid
37174,train
37175,train
37176,train
37177,valid
37178,valid
37179,test
37180,test
37181,train
37182,train
37183,train
37184,train
37185,train
37186,test
37187,train
37188,train
37189,train
37190,train
37191,train
37192,train
37193,train
37194,train
37195,train
37196,valid
37197,train
37198,train
37199,train
37200,train
37201,valid
37202,train
37203,train
37204,train
37205,train
37206,train
37207,train
37208,train
37209,valid
37210,train
37211,train
37212,test
37213,train
37214,valid
37215,test
37216,train
37217,valid
37218,train
37219,valid
37220,train
37221,train
37222,train
37223,train
37224,train
37225,train
37226,train
37227,train
37228,train
37229,train
37230,test
37231,train
37232,train
37233,train
37234,train
37235,train
37236,train
37237,train
37238,train
37239,train
37240,test
37241,train
37242,train
37243,train
37244,train
37245,train
37246,train
37247,valid
37248,train
37249,train
37250,train
37251,test
37252,valid
37253,valid
37254,train
37255,test
37256,test
37257,train
37258,train
37259,train
37260,train
37261,train
37262,train
37263,valid
37264,valid
37265,train
37266,train
37267,train
37268,train
37269,train
37270,test
37271,train
37272,train
37273,train
37274,train
37275,train
37276,train
37277,valid
37278,train
37279,test
37280,test
37281,train
37282,train
37283,train
37284,train
37285,train
37286,train
37287,train
37288,train
37289,train
37290,valid
37291,test
37292,test
37293,valid
37294,valid
37295,train
37296,train
37297,valid
37298,train
37299,train
37300,train
37301,test
37302,train
37303,test
37304,train
37305,train
37306,train
37307,valid
37308,train
37309,train
37310,train
37311,train
37312,train
37313,train
37314,train
37315,valid
37316,train
37317,train
37318,train
37319,valid
37320,train
37321,valid
37322,train
37323,train
37324,train
37325,train
37326,train
37327,train
37328,test
37329,valid
37330,test
37331,train
37332,train
37333,train
37334,train
37335,train
37336,train
37337,train
37338,train
37339,valid
37340,train
37341,train
37342,valid
37343,train
37344,test
37345,train
37346,test
37347,train
37348,train
37349,test
37350,train
37351,train
37352,train
37353,valid
37354,test
37355,train
37356,train
37357,train
37358,valid
37359,test
37360,train
37361,train
37362,train
37363,test
37364,valid
37365,train
37366,train
37367,test
37368,test
37369,train
37370,test
37371,train
37372,test
37373,train
37374,test
37375,test
37376,train
37377,valid
37378,valid
37379,train
37380,valid
37381,train
37382,valid
37383,test
37384,test
37385,train
37386,test
37387,train
37388,train
37389,train
37390,test
37391,train
37392,train
37393,train
37394,test
37395,train
37396,train
37397,train
37398,train
37399,train
37400,train
37401,valid
37402,train
37403,test
37404,train
37405,train
37406,train
37407,train
37408,train
37409,valid
37410,valid
37411,valid
37412,valid
37413,train
37414,valid
37415,train
37416,train
37417,train
37418,valid
37419,valid
37420,train
37421,test
37422,train
37423,train
37424,valid
37425,train
37426,train
37427,train
37428,train
37429,train
37430,test
37431,train
37432,train
37433,train
37434,train
37435,train
37436,train
37437,train
37438,train
37439,train
37440,train
37441,test
37442,train
37443,train
37444,valid
37445,train
37446,train
37447,train
37448,train
37449,train
37450,train
37451,train
37452,valid
37453,train
37454,valid
37455,test
37456,train
37457,train
37458,train
37459,valid
37460,train
37461,train
37462,train
37463,train
37464,test
37465,train
37466,test
37467,test
37468,train
37469,train
37470,train
37471,train
37472,train
37473,train
37474,train
37475,valid
37476,test
37477,valid
37478,train
37479,test
37480,train
37481,train
37482,train
37483,test
37484,train
37485,train
37486,train
37487,train
37488,train
37489,train
37490,valid
37491,train
37492,valid
37493,train
37494,train
37495,train
37496,test
37497,valid
37498,train
37499,test
37500,train
37501,train
37502,test
37503,train
37504,train
37505,valid
37506,train
37507,train
37508,test
37509,test
37510,train
37511,train
37512,valid
37513,test
37514,test
37515,train
37516,train
37517,train
37518,train
37519,valid
37520,test
37521,train
37522,test
37523,train
37524,train
37525,train
37526,train
37527,valid
37528,train
37529,train
37530,train
37531,train
37532,train
37533,train
37534,train
37535,train
37536,test
37537,valid
37538,valid
37539,train
37540,train
37541,test
37542,train
37543,valid
37544,train
37545,train
37546,test
37547,train
37548,valid
37549,train
37550,train
37551,train
37552,train
37553,valid
37554,train
37555,train
37556,train
37557,valid
37558,test
37559,train
37560,test
37561,train
37562,test
37563,train
37564,train
37565,valid
37566,train
37567,train
37568,train
37569,test
37570,train
37571,train
37572,train
37573,train
37574,test
37575,train
37576,train
37577,train
37578,test
37579,train
37580,test
37581,test
37582,train
37583,train
37584,train
37585,test
37586,train
37587,valid
37588,train
37589,test
37590,train
37591,train
37592,test
37593,train
37594,train
37595,train
37596,train
37597,train
37598,train
37599,train
37600,train
37601,valid
37602,train
37603,train
37604,test
37605,train
37606,train
37607,test
37608,train
37609,test
37610,train
37611,valid
37612,train
37613,valid
37614,train
37615,train
37616,train
37617,valid
37618,test
37619,train
37620,train
37621,train
37622,train
37623,train
37624,test
37625,train
37626,test
37627,train
37628,test
37629,train
37630,train
37631,train
37632,train
37633,train
37634,test
37635,train
37636,valid
37637,train
37638,test
37639,valid
37640,train
37641,train
37642,train
37643,train
37644,train
37645,train
37646,train
37647,test
37648,test
37649,valid
37650,train
37651,test
37652,train
37653,valid
37654,valid
37655,train
37656,valid
37657,valid
37658,valid
37659,train
37660,train
37661,train
37662,train
37663,train
37664,train
37665,train
37666,train
37667,train
37668,train
37669,train
37670,train
37671,train
37672,test
37673,test
37674,train
37675,train
37676,train
37677,test
37678,train
37679,train
37680,train
37681,train
37682,train
37683,train
37684,train
37685,train
37686,train
37687,train
37688,train
37689,train
37690,train
37691,train
37692,test
37693,valid
37694,train
37695,train
37696,train
37697,train
37698,test
37699,train
37700,train
37701,train
37702,train
37703,valid
37704,train
37705,valid
37706,train
37707,train
37708,test
37709,train
37710,test
37711,train
37712,train
37713,train
37714,valid
37715,train
37716,valid
37717,train
37718,train
37719,train
37720,train
37721,train
37722,train
37723,train
37724,train
37725,test
37726,train
37727,train
37728,train
37729,train
37730,test
37731,train
37732,train
37733,test
37734,train
37735,train
37736,train
37737,train
37738,train
37739,valid
37740,train
37741,test
37742,train
37743,test
37744,train
37745,train
37746,train
37747,train
37748,train
37749,train
37750,train
37751,test
37752,train
37753,train
37754,test
37755,train
37756,train
37757,valid
37758,test
37759,train
37760,train
37761,train
37762,test
37763,test
37764,train
37765,test
37766,train
37767,test
37768,valid
37769,test
37770,test
37771,train
37772,train
37773,valid
37774,train
37775,train
37776,train
37777,train
37778,train
37779,valid
37780,train
37781,train
37782,train
37783,train
37784,test
37785,test
37786,train
37787,train
37788,train
37789,train
37790,test
37791,train
37792,train
37793,train
37794,train
37795,train
37796,test
37797,train
37798,train
37799,train
37800,train
37801,train
37802,train
37803,train
37804,valid
37805,train
37806,train
37807,valid
37808,valid
37809,train
37810,train
37811,train
37812,train
37813,train
37814,valid
37815,train
37816,train
37817,valid
37818,valid
37819,train
37820,test
37821,train
37822,train
37823,train
37824,train
37825,valid
37826,train
37827,train
37828,train
37829,train
37830,train
37831,train
37832,train
37833,train
37834,train
37835,train
37836,train
37837,train
37838,train
37839,train
37840,train
37841,train
37842,train
37843,test
37844,train
37845,train
37846,train
37847,valid
37848,train
37849,train
37850,train
37851,train
37852,train
37853,train
37854,train
37855,train
37856,train
37857,valid
37858,train
37859,test
37860,test
37861,test
37862,test
37863,train
37864,valid
37865,train
37866,test
37867,train
37868,train
37869,train
37870,train
37871,train
37872,valid
37873,train
37874,train
37875,train
37876,train
37877,train
37878,train
37879,train
37880,test
37881,train
37882,train
37883,test
37884,test
37885,train
37886,valid
37887,train
37888,train
37889,train
37890,train
37891,train
37892,train
37893,train
37894,train
37895,valid
37896,train
37897,train
37898,train
37899,train
37900,train
37901,train
37902,train
37903,train
37904,valid
37905,train
37906,train
37907,train
37908,train
37909,test
37910,test
37911,train
37912,test
37913,test
37914,train
37915,train
37916,valid
37917,train
37918,train
37919,train
37920,train
37921,train
37922,train
37923,valid
37924,test
37925,valid
37926,train
37927,train
37928,train
37929,test
37930,train
37931,train
37932,train
37933,train
37934,train
37935,train
37936,train
37937,train
37938,train
37939,train
37940,train
37941,test
37942,test
37943,valid
37944,train
37945,valid
37946,train
37947,train
37948,train
37949,train
37950,test
37951,train
37952,valid
37953,test
37954,train
37955,train
37956,train
37957,train
37958,train
37959,train
37960,train
37961,train
37962,train
37963,train
37964,train
37965,valid
37966,train
37967,train
37968,train
37969,valid
37970,train
37971,test
37972,train
37973,test
37974,train
37975,valid
37976,train
37977,train
37978,train
37979,train
37980,train
37981,valid
37982,train
37983,train
37984,train
37985,train
37986,train
37987,test
37988,train
37989,train
37990,train
37991,train
37992,train
37993,valid
37994,train
37995,train
37996,train
37997,train
37998,train
37999,valid
38000,train
38001,train
38002,test
38003,train
38004,train
38005,valid
38006,valid
38007,train
38008,train
38009,train
38010,train
38011,train
38012,test
38013,test
38014,train
38015,train
38016,train
38017,train
38018,train
38019,valid
38020,train
38021,valid
38022,test
38023,train
38024,train
38025,test
38026,valid
38027,train
38028,train
38029,train
38030,train
38031,train
38032,valid
38033,train
38034,valid
38035,valid
38036,train
38037,train
38038,train
38039,valid
38040,train
38041,valid
38042,train
38043,train
38044,train
38045,train
38046,valid
38047,train
38048,train
38049,valid
38050,train
38051,valid
38052,train
38053,train
38054,train
38055,valid
38056,valid
38057,train
38058,test
38059,train
38060,valid
38061,test
38062,train
38063,train
38064,train
38065,train
38066,train
38067,test
38068,valid
38069,train
38070,train
38071,train
38072,train
38073,train
38074,train
38075,test
38076,train
38077,train
38078,train
38079,valid
38080,train
38081,train
38082,train
38083,valid
38084,train
38085,train
38086,train
38087,train
38088,test
38089,train
38090,train
38091,train
38092,test
38093,train
38094,train
38095,train
38096,train
38097,test
38098,train
38099,train
38100,train
38101,train
38102,train
38103,valid
38104,train
38105,train
38106,train
38107,train
38108,test
38109,train
38110,train
38111,train
38112,train
38113,test
38114,train
38115,train
38116,valid
38117,test
38118,train
38119,train
38120,train
38121,train
38122,train
38123,train
38124,train
38125,train
38126,train
38127,test
38128,train
38129,valid
38130,valid
38131,train
38132,train
38133,test
38134,valid
38135,train
38136,train
38137,train
38138,train
38139,train
38140,train
38141,test
38142,train
38143,train
38144,train
38145,train
38146,valid
38147,test
38148,test
38149,test
38150,train
38151,test
38152,train
38153,train
38154,train
38155,test
38156,test
38157,test
38158,train
38159,train
38160,train
38161,valid
38162,valid
38163,valid
38164,train
38165,train
38166,test
38167,valid
38168,train
38169,train
38170,train
38171,train
38172,train
38173,train
38174,train
38175,valid
38176,train
38177,valid
38178,test
38179,train
38180,train
38181,train
38182,train
38183,test
38184,train
38185,train
38186,train
38187,train
38188,train
38189,test
38190,train
38191,train
38192,train
38193,train
38194,train
38195,valid
38196,test
38197,test
38198,valid
38199,train
38200,train
38201,train
38202,valid
38203,valid
38204,train
38205,train
38206,train
38207,train
38208,test
38209,train
38210,train
38211,train
38212,train
38213,train
38214,train
38215,train
38216,train
38217,valid
38218,train
38220,train
38221,train
38222,test
38223,train
38224,valid
38225,train
38226,train
38227,train
38228,valid
38229,train
38230,train
38231,train
38232,valid
38233,valid
38234,train
38235,train
38236,valid
38237,train
38238,train
38239,valid
38240,test
38241,train
38242,train
38243,train
38244,train
38245,train
38246,test
38247,valid
38248,valid
38249,train
38250,test
38251,valid
38252,valid
38253,train
38254,train
38255,valid
38256,train
38257,train
38258,valid
38259,train
38260,train
38261,test
38262,train
38263,test
38264,train
38265,train
38266,train
38267,test
38268,train
38269,train
38270,train
38271,train
38272,train
38273,train
38274,train
38275,train
38276,train
38277,train
38278,train
38279,train
38280,valid
38281,test
38282,train
38283,valid
38284,train
38285,test
38286,train
38287,train
38288,test
38289,train
38290,train
38291,train
38292,train
38293,train
38294,train
38295,train
38296,train
38297,train
38298,test
38299,train
38300,train
38301,test
38302,train
38303,valid
38304,train
38305,train
38306,test
38307,train
38308,train
38309,train
38310,train
38311,valid
38312,train
38313,train
38314,train
38315,train
38316,test
38317,train
38318,train
38319,train
38320,train
38321,train
38322,train
38323,train
38324,valid
38325,train
38326,train
38327,train
38328,test
38329,valid
38330,valid
38331,train
38332,test
38333,train
38334,train
38335,train
38336,train
38337,train
38338,train
38339,train
38340,train
38341,test
38342,train
38343,train
38344,test
38345,train
38346,train
38347,train
38348,test
38349,train
38350,test
38351,train
38352,train
38353,train
38354,train
38355,test
38356,train
38357,train
38358,train
38359,train
38360,train
38361,train
38362,train
38363,test
38364,train
38365,train
38366,test
38367,valid
38368,train
38369,valid
38370,train
38371,train
38372,train
38373,train
38374,train
38375,train
38376,train
38377,valid
38378,train
38379,train
38380,train
38381,valid
38382,train
38383,valid
38384,valid
38385,train
38386,test
38387,test
38388,train
38389,train
38390,train
38391,train
38392,train
38393,train
38394,train
38395,test
38396,train
38397,train
38398,train
38399,train
38400,train
38401,test
38402,test
38403,train
38404,test
38405,train
38406,train
38407,train
38408,train
38409,train
38410,train
38411,valid
38412,test
38413,train
38414,valid
38415,train
38416,train
38417,train
38418,train
38419,train
38420,valid
38421,train
38422,train
38423,train
38424,train
38425,test
38426,train
38427,test
38428,valid
38429,train
38430,test
38431,train
38432,valid
38433,train
38434,test
38435,train
38436,train
38437,test
38438,train
38439,train
38440,valid
38441,train
38442,train
38443,train
38444,valid
38445,train
38446,train
38447,train
38448,train
38449,train
38450,train
38451,train
38452,valid
38453,train
38454,valid
38455,train
38456,train
38457,test
38458,test
38459,train
38460,train
38461,train
38462,train
38463,train
38464,train
38465,train
38466,test
38467,train
38468,train
38469,train
38470,valid
38471,train
38472,test
38473,train
38474,train
38475,valid
38476,valid
38477,train
38478,train
38479,test
38480,valid
38481,train
38482,train
38483,train
38484,valid
38485,train
38486,train
38487,train
38488,train
38489,train
38490,train
38491,train
38492,train
38493,test
38494,train
38495,train
38496,train
38497,train
38498,valid
38499,test
38500,test
38501,train
38502,test
38503,train
38504,test
38505,test
38506,train
38507,train
38508,train
38509,test
38510,test
38511,train
38512,train
38513,valid
38514,train
38515,train
38516,train
38517,train
38518,train
38519,train
38520,valid
38521,train
38522,train
38523,train
38524,train
38525,train
38526,train
38527,valid
38528,test
38529,test
38530,train
38531,train
38532,valid
38533,train
38534,train
38535,train
38536,train
38537,valid
38538,train
38539,train
38540,train
38541,valid
38542,train
38543,train
38544,test
38545,train
38546,valid
38547,test
38548,train
38549,train
38550,test
38551,train
38552,train
38553,train
38554,train
38555,train
38556,test
38557,train
38558,valid
38559,train
38560,train
38561,test
38562,test
38563,train
38564,train
38565,train
38566,train
38567,train
38568,train
38569,train
38570,valid
38571,valid
38572,train
38573,train
38574,train
38575,train
38576,valid
38577,train
38578,train
38579,test
38580,valid
38581,train
38582,valid
38583,test
38584,train
38585,train
38586,valid
38587,train
38588,train
38589,train
38590,test
38591,train
38592,train
38593,train
38594,test
38595,train
38596,train
38597,train
38598,train
38599,train
38600,train
38601,train
38602,train
38603,valid
38604,test
38605,train
38606,train
38607,train
38608,train
38609,train
38610,train
38611,train
38612,test
38613,test
38614,train
38615,test
38616,train
38617,train
38618,train
38619,test
38620,train
38621,train
38622,test
38623,train
38624,train
38625,train
38626,train
38627,train
38628,train
38629,valid
38630,train
38631,train
38632,train
38633,train
38634,train
38635,train
38636,train
38637,train
38638,train
38639,train
38640,valid
38641,train
38642,test
38643,train
38644,train
38645,valid
38646,train
38647,train
38648,train
38649,test
38650,train
38651,train
38652,train
38653,train
38654,train
38655,train
38656,valid
38657,valid
38658,train
38659,train
38660,train
38661,train
38662,train
38663,train
38664,train
38665,train
38666,train
38667,valid
38668,train
38669,test
38670,train
38671,train
38672,train
38673,valid
38674,train
38675,test
38676,test
38677,test
38678,train
38679,train
38680,valid
38681,train
38682,train
38683,train
38684,train
38685,train
38686,train
38687,test
38688,train
38689,train
38690,train
38691,train
38692,train
38693,test
38694,train
38695,train
38696,train
38697,train
38698,test
38699,valid
38700,train
38701,train
38702,train
38703,train
38704,test
38705,valid
38706,train
38707,valid
38708,train
38709,valid
38710,train
38711,valid
38712,train
38713,train
38714,train
38715,train
38716,test
38717,train
38718,train
38719,train
38720,train
38721,test
38722,train
38723,train
38724,train
38725,train
38726,train
38727,train
38728,valid
38729,train
38730,train
38731,train
38732,test
38733,test
38734,test
38735,train
38736,valid
38737,train
38738,train
38739,train
38740,train
38741,train
38742,train
38743,train
38744,train
38745,train
38746,valid
38747,train
38748,train
38749,valid
38750,train
38751,train
38752,train
38753,train
38754,train
38755,train
38756,test
38757,test
38758,train
38759,train
38760,train
38761,test
38762,train
38763,train
38764,train
38765,train
38766,train
38767,train
38768,valid
38769,test
38770,train
38771,train
38772,train
38773,valid
38774,train
38775,train
38776,test
38777,train
38778,train
38779,train
38780,train
38781,train
38782,test
38783,train
38784,train
38785,train
38786,train
38787,train
38788,train
38789,train
38790,test
38791,train
38792,train
38793,train
38794,train
38795,train
38796,valid
38797,train
38798,train
38799,train
38800,train
38801,train
38802,train
38803,train
38804,test
38805,train
38806,train
38807,train
38808,train
38809,test
38810,train
38811,train
38812,train
38813,test
38814,train
38815,train
38816,train
38817,train
38818,train
38819,train
38820,train
38821,test
38822,train
38823,valid
38824,train
38825,valid
38826,train
38827,train
38828,valid
38829,valid
38830,train
38831,train
38832,test
38833,train
38834,test
38835,train
38836,train
38837,train
38838,valid
38839,train
38840,valid
38841,train
38842,train
38843,train
38844,train
38845,train
38846,train
38847,valid
38848,train
38849,train
38850,train
38851,valid
38852,train
38853,train
38854,train
38855,train
38856,train
38857,train
38858,train
38859,train
38860,valid
38861,train
38862,train
38863,train
38864,valid
38865,train
38866,train
38867,valid
38868,valid
38869,train
38870,train
38871,train
38872,train
38873,valid
38874,test
38875,train
38876,train
38877,train
38878,train
38879,train
38880,train
38881,train
38882,train
38883,train
38884,test
38885,test
38886,train
38887,test
38888,train
38889,test
38890,train
38891,train
38892,test
38893,train
38894,train
38895,valid
38896,train
38897,valid
38898,train
38899,valid
38900,valid
38901,train
38902,test
38903,valid
38904,valid
38905,train
38906,train
38907,train
38908,test
38909,train
38910,train
38911,train
38912,train
38913,test
38914,valid
38915,train
38916,train
38917,train
38918,train
38919,train
38920,train
38921,train
38922,train
38923,train
38924,train
38925,train
38926,train
38927,test
38928,train
38929,train
38930,test
38931,test
38932,train
38933,train
38934,train
38935,train
38936,train
38937,test
38938,valid
38939,train
38940,train
38941,train
38942,train
38943,train
38944,test
38945,train
38946,train
38947,train
38948,train
38949,train
38950,train
38951,valid
38952,train
38953,train
38954,train
38955,train
38956,train
38957,test
38958,train
38959,train
38960,train
38961,valid
38962,train
38963,train
38964,test
38965,test
38966,train
38967,train
38968,train
38969,train
38970,train
38971,valid
38972,train
38973,valid
38974,train
38975,train
38976,train
38977,train
38978,test
38979,test
38980,train
38981,test
38982,test
38983,train
38984,test
38985,valid
38986,train
38987,train
38988,train
38989,valid
38990,train
38991,train
38992,valid
38993,train
38994,train
38995,valid
38996,train
38997,train
38998,train
38999,train
39000,train
39001,test
39002,valid
39003,train
39004,valid
39005,train
39006,train
39007,train
39008,train
39009,train
39010,valid
39011,valid
39012,train
39013,test
39014,test
39015,valid
39016,test
39017,test
39018,test
39019,train
39020,train
39021,train
39022,train
39023,train
39024,train
39025,test
39026,train
39027,train
39028,valid
39029,test
39030,train
39031,train
39032,valid
39033,train
39034,test
39035,train
39036,train
39037,train
39038,train
39039,train
39040,valid
39041,train
39042,test
39043,train
39044,train
39045,train
39046,train
39047,valid
39048,train
39049,train
39050,valid
39051,test
39052,test
39053,train
39054,train
39055,test
39056,train
39057,train
39058,train
39059,test
39060,train
39061,train
39062,train
39063,train
39064,train
39065,train
39066,valid
39067,test
39068,train
39069,test
39070,train
39071,valid
39072,test
39073,train
39074,train
39075,train
39076,train
39077,valid
39078,valid
39079,train
39080,train
39081,train
39082,train
39083,test
39084,test
39085,valid
39086,test
39087,train
39088,train
39089,train
39090,train
39091,train
39092,test
39093,train
39094,valid
39095,train
39096,train
39097,train
39098,train
39099,train
39100,train
39101,train
39102,valid
39103,valid
39104,train
39105,train
39106,test
39107,train
39108,train
39109,train
39110,train
39111,train
39112,train
39113,train
39114,train
39115,test
39116,train
39117,train
39118,valid
39119,valid
39120,train
39121,train
39122,train
39123,train
39124,train
39125,train
39126,train
39127,train
39128,train
39129,train
39130,train
39131,train
39132,test
39133,train
39134,valid
39135,train
39136,train
39137,train
39138,test
39139,train
39140,train
39141,train
39142,train
39143,train
39144,valid
39145,train
39146,train
39147,train
39148,train
39149,train
39150,train
39151,train
39152,train
39153,train
39154,train
39155,train
39156,train
39157,test
39158,train
39159,valid
39160,train
39161,train
39162,train
39163,valid
39164,train
39165,train
39166,train
39167,train
39168,train
39169,train
39170,valid
39171,train
39172,valid
39173,valid
39174,train
39175,train
39176,train
39177,train
39178,valid
39179,train
